Course code,Study period,Academic year,Instance_id,Examiner,Planned number of Students,Senior Hours,Assistant Hours
1030,3.0,2016-2017,I-4757,19580515-0017,40,260,360
1214,2.0,2016-2017,I-4758,19610623-0005,20,260,420
1192,3.0,2016-2017,I-4759,19560612-0010,20,260,200
1068,2.0,2016-2017,I-4760,19690408-0009,40,280,360
1038,4.0,2016-2017,I-4761,19560812-0016,60,240,240
1023,2.0,2016-2017,I-4762,19610620-0006,50,260,360
1211,3.0,2017-2018,I-4763,19610620-0006,40,240,200
1151,2.0,2017-2018,I-4764,19561222-0030,20,240,280
1271,3.0,2017-2018,I-4765,19690513-0015,50,280,360
1210,4.0,2017-2018,I-4766,19560612-0010,50,280,240
1067,3.0,2017-2018,I-4767,19660630-0020,20,280,200
1048,3.0,2017-2018,I-4768,19611219-0014,20,260,280
1161,3.0,2017-2018,I-4769,19650303-0019,50,260,240
1134,1.0,2017-2018,I-4770,19580218-0007,50,280,280
1129,3.0,2017-2018,I-4771,19620831-0024,20,260,300
1112,4.0,2017-2018,I-4772,19560612-0010,50,280,300
1004,1.0,2017-2018,I-4773,19611219-0014,60,280,360
1151,4.0,2018-2019,I-4774,19570826-0012,40,240,420
1089,4.0,2018-2019,I-4775,19650303-0019,50,280,200
1271,4.0,2018-2019,I-4776,19560812-0016,40,240,280
1242,2.0,2018-2019,I-4777,19590129-0004,60,280,360
1206,3.0,2018-2019,I-4778,19601021-0018,60,280,420
1160,1.0,2018-2019,I-4779,19560705-0025,60,240,240
1245,1.0,2018-2019,I-4780,19620424-0026,60,260,300
1207,2.0,2018-2019,I-4781,19630126-0001,50,240,240
1197,4.0,2018-2019,I-4782,19610620-0006,50,240,360
1187,3.0,2018-2019,I-4783,19620831-0024,50,280,360
1143,4.0,2018-2019,I-4784,19560612-0010,50,280,280
1124,2.0,2018-2019,I-4785,19600529-0021,20,280,360
1250,1.0,2019-2020,I-4786,19650303-0019,20,240,420
1024,2.0,2019-2020,I-4787,19570828-0008,50,260,360
1284,3.0,2019-2020,I-4788,19561222-0030,40,240,240
1179,1.0,2019-2020,I-4789,19611219-0014,40,260,240
1004,4.0,2019-2020,I-4790,19650303-0019,20,240,280
1237,4.0,2019-2020,I-4791,19630126-0001,50,240,300
1164,2.0,2019-2020,I-4792,19690513-0015,40,280,240
1153,1.0,2019-2020,I-4793,19611219-0014,50,280,280
1130,4.0,2019-2020,I-4794,19580515-0017,60,280,240
1056,3.0,2019-2020,I-4795,19640414-0013,50,260,360
1037,1.0,2019-2020,I-4796,19640414-0013,60,260,300
1220,4.0,2020-2021,I-4797,19680712-0028,60,260,200
1175,4.0,2020-2021,I-4798,19611219-0014,20,280,280
1278,4.0,2020-2021,I-4799,19580515-0017,20,260,360
1126,4.0,2020-2021,I-4800,19690408-0009,60,280,200
1121,4.0,2020-2021,I-4801,19650303-0019,40,260,420
1284,3.0,2020-2021,I-4802,19600814-0002,50,240,300
1252,4.0,2020-2021,I-4803,19640220-0029,50,240,280
1123,4.0,2020-2021,I-4804,19600814-0002,20,260,280
1109,4.0,2020-2021,I-4805,19600905-0003,20,260,240
1063,4.0,2020-2021,I-4806,19690408-0009,50,260,300
1046,3.0,2020-2021,I-4807,19560812-0016,20,240,300
1163,4.0,2021-2022,I-4808,19570828-0008,40,240,200
1275,2.0,2021-2022,I-4809,19600529-0021,20,260,300
1156,4.0,2021-2022,I-4810,19620831-0024,50,280,360
1069,4.0,2021-2022,I-4811,19560812-0016,40,260,280
1205,1.0,2021-2022,I-4812,19600905-0003,20,260,360
1142,1.0,2021-2022,I-4813,19620831-0024,50,260,420
1101,2.0,2021-2022,I-4814,19580218-0007,40,260,280
1070,1.0,2021-2022,I-4815,19650303-0019,40,260,240
1058,4.0,2022-2023,I-4816,19610918-0027,60,260,280
1206,3.0,2022-2023,I-4817,19690513-0015,60,280,420
1176,1.0,2022-2023,I-4818,19690917-0022,40,260,200
1083,2.0,2022-2023,I-4819,19630126-0001,60,280,360
1267,4.0,2022-2023,I-4820,19600905-0003,20,240,420
1181,1.0,2022-2023,I-4821,19680712-0028,20,240,200
1144,4.0,2022-2023,I-4822,19611219-0014,60,280,300
1063,4.0,2022-2023,I-4823,19560705-0025,50,280,200
1019,1.0,2022-2023,I-4824,19590129-0004,40,240,300
1010,4.0,2022-2023,I-4825,19601021-0018,50,280,300
1261,1.0,2023-2024,I-4826,19690513-0015,60,280,300
1196,4.0,2023-2024,I-4827,19620522-0023,50,280,280
1183,4.0,2023-2024,I-4828,19610620-0006,60,240,420
1119,4.0,2023-2024,I-4829,19580218-0007,40,260,200
1286,1.0,2023-2024,I-4830,19561222-0030,40,240,200
1185,3.0,2023-2024,I-4831,19610623-0005,20,260,360
1093,2.0,2023-2024,I-4832,19660630-0020,40,240,420
1088,4.0,2023-2024,I-4833,19580515-0017,20,240,280
1240,2.0,2013-2014,I-4834,19690408-0009,50,280,420
1138,2.0,2013-2014,I-4835,19610620-0006,60,240,200
1118,4.0,2013-2014,I-4836,19630126-0001,50,280,240
1260,4.0,2013-2014,I-4837,19600905-0003,20,260,420
1243,2.0,2013-2014,I-4838,19620424-0026,40,280,240
1114,4.0,2013-2014,I-4839,19690408-0009,40,240,420
1045,1.0,2013-2014,I-4840,19620831-0024,20,260,240
1042,2.0,2014-2015,I-4841,19601021-0018,20,280,280
1204,4.0,2014-2015,I-4842,19600814-0002,60,280,300
1145,2.0,2014-2015,I-4843,19560612-0010,40,280,280
1081,4.0,2014-2015,I-4844,19560705-0025,50,240,200
1017,3.0,2014-2015,I-4845,19640220-0029,50,260,360
1295,2.0,2014-2015,I-4846,19620831-0024,40,240,280
1267,1.0,2014-2015,I-4847,19630126-0001,20,260,200
1219,3.0,2014-2015,I-4848,19561222-0030,60,260,240
1091,3.0,2014-2015,I-4849,19580515-0017,60,240,200
1043,1.0,2014-2015,I-4850,19580218-0007,20,280,300
1041,3.0,2014-2015,I-4851,19590129-0004,50,280,280
1160,1.0,2015-2016,I-4852,19610918-0027,20,240,240
1297,3.0,2015-2016,I-4853,19620522-0023,20,260,420
1294,2.0,2015-2016,I-4854,19560612-0010,40,260,280
1279,3.0,2015-2016,I-4855,19620424-0026,40,240,280
1272,2.0,2015-2016,I-4856,19650303-0019,50,280,200
1206,3.0,2015-2016,I-4857,19680712-0028,40,240,200
1194,4.0,2015-2016,I-4858,19650303-0019,20,240,200
1135,3.0,2015-2016,I-4859,19560612-0010,60,240,360
1092,3.0,2015-2016,I-4860,19570828-0008,60,260,360
1233,2.0,2016-2017,I-4861,19570828-0008,40,280,300
1242,1.0,2016-2017,I-4862,19601021-0018,40,280,300
1082,2.0,2016-2017,I-4863,19590129-0004,40,280,280
1252,1.0,2016-2017,I-4864,19680712-0028,50,260,280
1224,4.0,2016-2017,I-4865,19630126-0001,20,240,200
1104,4.0,2016-2017,I-4866,19610918-0027,50,260,280
1098,1.0,2016-2017,I-4867,19650303-0019,50,240,200
1087,4.0,2016-2017,I-4868,19690513-0015,60,240,420
1042,3.0,2016-2017,I-4869,19660630-0020,60,260,200
1026,4.0,2017-2018,I-4870,19611219-0014,20,240,360
1209,3.0,2017-2018,I-4871,19600529-0021,20,240,360
1201,2.0,2017-2018,I-4872,19561222-0030,40,280,280
1014,2.0,2017-2018,I-4873,19560612-0010,20,240,300
1266,4.0,2017-2018,I-4874,19601021-0018,50,240,300
1103,3.0,2017-2018,I-4875,19620424-0026,60,240,360
1073,1.0,2017-2018,I-4876,19610918-0027,20,240,360
1037,1.0,2017-2018,I-4877,19600905-0003,40,260,240
1109,4.0,2018-2019,I-4878,19680712-0028,20,260,300
1195,2.0,2018-2019,I-4879,19630126-0001,50,260,420
1070,2.0,2018-2019,I-4880,19650303-0019,60,240,420
1101,1.0,2018-2019,I-4881,19650303-0019,50,240,240
1085,3.0,2018-2019,I-4882,19610623-0005,60,260,240
1057,1.0,2018-2019,I-4883,19600814-0002,50,280,240
1024,1.0,2018-2019,I-4884,19570615-0011,60,260,300
1101,2.0,2019-2020,I-4885,19680712-0028,50,240,280
1297,4.0,2019-2020,I-4886,19610620-0006,20,240,420
1276,4.0,2019-2020,I-4887,19620522-0023,60,260,200
1203,2.0,2019-2020,I-4888,19690513-0015,20,280,200
1122,1.0,2019-2020,I-4889,19600814-0002,20,280,300
1248,2.0,2019-2020,I-4890,19570828-0008,20,260,360
1180,2.0,2019-2020,I-4891,19620831-0024,40,240,240
1177,2.0,2019-2020,I-4892,19640220-0029,20,280,280
1164,1.0,2019-2020,I-4893,19620522-0023,50,240,420
1129,3.0,2019-2020,I-4894,19580515-0017,60,260,240
1094,1.0,2019-2020,I-4895,19690513-0015,20,240,200
1180,1.0,2020-2021,I-4896,19580515-0017,50,280,200
1101,1.0,2020-2021,I-4897,19690408-0009,60,280,300
1035,4.0,2020-2021,I-4898,19690513-0015,40,280,360
1032,1.0,2020-2021,I-4899,19600814-0002,50,280,300
1276,3.0,2020-2021,I-4900,19590129-0004,50,280,240
1267,1.0,2020-2021,I-4901,19620522-0023,20,280,360
1259,4.0,2020-2021,I-4902,19600814-0002,50,240,240
1105,1.0,2020-2021,I-4903,19570828-0008,60,240,240
1100,1.0,2020-2021,I-4904,19680712-0028,60,280,420
1008,3.0,2020-2021,I-4905,19690917-0022,40,240,240
1234,2.0,2021-2022,I-4906,19630126-0001,40,280,240
1053,3.0,2021-2022,I-4907,19560705-0025,20,280,420
1250,2.0,2021-2022,I-4908,19600529-0021,60,260,420
1222,3.0,2021-2022,I-4909,19560612-0010,20,240,360
1215,2.0,2021-2022,I-4910,19600814-0002,60,280,280
1211,3.0,2021-2022,I-4911,19570828-0008,50,240,240
1179,4.0,2021-2022,I-4912,19610918-0027,60,240,200
1155,2.0,2021-2022,I-4913,19620522-0023,60,240,420
1136,2.0,2021-2022,I-4914,19600905-0003,50,280,360
1135,4.0,2021-2022,I-4915,19610620-0006,40,260,360
1110,3.0,2021-2022,I-4916,19690917-0022,50,280,360
1014,2.0,2021-2022,I-4917,19610918-0027,40,240,300
1241,2.0,2022-2023,I-4918,19620424-0026,20,240,360
1211,2.0,2022-2023,I-4919,19630126-0001,60,260,420
1071,1.0,2022-2023,I-4920,19600814-0002,20,240,240
1063,3.0,2022-2023,I-4921,19590129-0004,20,240,360
1266,1.0,2022-2023,I-4922,19600529-0021,40,240,200
1249,2.0,2022-2023,I-4923,19690917-0022,50,240,280
1225,3.0,2022-2023,I-4924,19660630-0020,40,240,360
1208,4.0,2022-2023,I-4925,19560812-0016,50,260,360
1115,3.0,2022-2023,I-4926,19570615-0011,50,260,420
1109,2.0,2023-2024,I-4927,19690513-0015,60,280,280
1218,4.0,2023-2024,I-4928,19601021-0018,40,240,240
1104,3.0,2023-2024,I-4929,19620424-0026,50,280,240
1084,4.0,2023-2024,I-4930,19610623-0005,40,260,300
1250,4.0,2023-2024,I-4931,19630126-0001,40,240,240
1132,1.0,2023-2024,I-4932,19620522-0023,40,260,360
1125,3.0,2023-2024,I-4933,19610620-0006,60,260,240
1126,1.0,2023-2024,I-4934,19611219-0014,60,280,200
1121,2.0,2023-2024,I-4935,19580515-0017,60,240,200
1240,4.0,2013-2014,I-4936,19620522-0023,60,260,240
1036,1.0,2013-2014,I-4937,19560812-0016,50,260,240
1235,2.0,2013-2014,I-4938,19590129-0004,20,280,420
1098,4.0,2013-2014,I-4939,19690513-0015,50,280,360
1256,4.0,2013-2014,I-4940,19690408-0009,60,260,200
1206,1.0,2013-2014,I-4941,19620831-0024,50,260,240
1196,4.0,2013-2014,I-4942,19611219-0014,20,240,420
1129,2.0,2013-2014,I-4943,19660630-0020,40,260,360
1022,2.0,2013-2014,I-4944,19620831-0024,50,240,240
1008,1.0,2013-2014,I-4945,19610918-0027,50,240,280
1221,1.0,2014-2015,I-4946,19640414-0013,60,280,280
1245,1.0,2014-2015,I-4947,19650303-0019,60,280,280
1192,1.0,2014-2015,I-4948,19620831-0024,40,260,420
1137,2.0,2014-2015,I-4949,19690408-0009,50,280,240
1044,1.0,2014-2015,I-4950,19630126-0001,50,240,200
1178,3.0,2014-2015,I-4951,19690513-0015,40,260,420
1165,1.0,2014-2015,I-4952,19620831-0024,20,260,200
1112,3.0,2014-2015,I-4953,19580515-0017,50,280,200
1052,1.0,2014-2015,I-4954,19640220-0029,40,280,240
1237,4.0,2015-2016,I-4955,19570828-0008,50,240,280
1225,3.0,2015-2016,I-4956,19640414-0013,40,280,280
1269,3.0,2015-2016,I-4957,19560705-0025,60,240,280
1248,1.0,2015-2016,I-4958,19620522-0023,60,240,300
1228,2.0,2015-2016,I-4959,19690917-0022,50,260,200
1157,2.0,2015-2016,I-4960,19630126-0001,50,240,200
1293,2.0,2015-2016,I-4961,19620424-0026,60,240,240
1272,2.0,2015-2016,I-4962,19561222-0030,50,240,360
1093,1.0,2015-2016,I-4963,19600529-0021,40,280,420
1065,2.0,2015-2016,I-4964,19640414-0013,20,280,420
1229,3.0,2016-2017,I-4965,19610623-0005,60,240,280
1205,4.0,2016-2017,I-4966,19580515-0017,40,280,420
1194,1.0,2016-2017,I-4967,19600814-0002,20,260,240
1175,4.0,2016-2017,I-4968,19620831-0024,40,260,280
1035,1.0,2016-2017,I-4969,19561222-0030,60,260,420
1266,1.0,2016-2017,I-4970,19560812-0016,60,260,300
1176,3.0,2016-2017,I-4971,19560812-0016,40,260,300
1161,2.0,2016-2017,I-4972,19610918-0027,40,240,240
1017,2.0,2016-2017,I-4973,19640414-0013,60,280,360
1168,4.0,2017-2018,I-4974,19601021-0018,20,280,200
1122,1.0,2017-2018,I-4975,19640220-0029,50,240,240
1247,1.0,2017-2018,I-4976,19640414-0013,20,240,200
1068,4.0,2017-2018,I-4977,19600905-0003,20,280,300
1065,3.0,2017-2018,I-4978,19630126-0001,50,240,300
1186,3.0,2017-2018,I-4979,19620424-0026,50,280,280
1119,3.0,2017-2018,I-4980,19690513-0015,50,260,200
1061,1.0,2017-2018,I-4981,19630126-0001,40,240,280
1038,1.0,2017-2018,I-4982,19570826-0012,40,260,280
1151,3.0,2018-2019,I-4983,19580515-0017,50,240,360
1096,3.0,2018-2019,I-4984,19680712-0028,40,280,420
1132,2.0,2018-2019,I-4985,19590129-0004,60,240,200
1033,4.0,2018-2019,I-4986,19610620-0006,50,240,280
1202,2.0,2018-2019,I-4987,19560812-0016,40,280,360
1137,1.0,2018-2019,I-4988,19630126-0001,50,280,200
1127,1.0,2018-2019,I-4989,19610623-0005,20,280,280
1009,2.0,2018-2019,I-4990,19610620-0006,20,260,200
1260,1.0,2019-2020,I-4991,19620522-0023,50,280,200
1150,4.0,2019-2020,I-4992,19560705-0025,20,260,200
1135,2.0,2019-2020,I-4993,19561222-0030,20,260,420
1021,2.0,2019-2020,I-4994,19560812-0016,40,280,360
1289,2.0,2019-2020,I-4995,19601021-0018,60,280,420
1268,4.0,2019-2020,I-4996,19610623-0005,40,240,360
1249,2.0,2019-2020,I-4997,19561222-0030,50,260,300
1211,1.0,2019-2020,I-4998,19570826-0012,60,240,240
1161,1.0,2019-2020,I-4999,19590129-0004,60,260,240
1084,3.0,2019-2020,I-5000,19640414-0013,60,240,360
1297,1.0,2020-2021,I-5001,19690513-0015,20,260,200
1086,4.0,2020-2021,I-5002,19570615-0011,40,280,200
1275,1.0,2020-2021,I-5003,19630126-0001,60,280,420
1257,1.0,2020-2021,I-5004,19600814-0002,20,260,200
1298,4.0,2020-2021,I-5005,19610918-0027,50,260,420
1285,1.0,2020-2021,I-5006,19600529-0021,20,240,300
1216,3.0,2020-2021,I-5007,19660630-0020,20,280,240
1183,3.0,2020-2021,I-5008,19620424-0026,20,280,240
1139,3.0,2020-2021,I-5009,19620424-0026,20,260,300
1072,4.0,2020-2021,I-5010,19620831-0024,50,260,280
1290,4.0,2021-2022,I-5011,19610918-0027,50,280,300
1216,3.0,2021-2022,I-5012,19610623-0005,60,240,300
1270,3.0,2021-2022,I-5013,19580218-0007,50,240,200
1222,1.0,2021-2022,I-5014,19580218-0007,20,240,300
1142,3.0,2021-2022,I-5015,19580218-0007,60,280,200
1125,2.0,2021-2022,I-5016,19630126-0001,60,240,240
1274,1.0,2021-2022,I-5017,19640414-0013,50,280,420
1214,3.0,2021-2022,I-5018,19690513-0015,20,260,300
1175,3.0,2021-2022,I-5019,19690408-0009,20,260,280
1107,1.0,2021-2022,I-5020,19600814-0002,20,260,300
1017,1.0,2021-2022,I-5021,19630126-0001,50,240,240
1174,4.0,2022-2023,I-5022,19610918-0027,40,240,200
1280,2.0,2022-2023,I-5023,19620831-0024,60,260,420
1281,4.0,2022-2023,I-5024,19601021-0018,20,280,300
1173,1.0,2022-2023,I-5025,19561222-0030,60,240,240
1013,4.0,2022-2023,I-5026,19560612-0010,40,240,200
1291,3.0,2022-2023,I-5027,19680712-0028,60,280,360
1194,3.0,2022-2023,I-5028,19580218-0007,50,260,300
1175,1.0,2022-2023,I-5029,19611219-0014,60,240,280
1048,4.0,2022-2023,I-5030,19660630-0020,40,280,240
1296,1.0,2023-2024,I-5031,19650303-0019,60,240,280
1064,1.0,2023-2024,I-5032,19580515-0017,50,280,300
1171,3.0,2023-2024,I-5033,19620831-0024,60,260,240
1149,3.0,2023-2024,I-5034,19580515-0017,40,260,420
1060,1.0,2023-2024,I-5035,19690513-0015,40,260,280
1045,3.0,2023-2024,I-5036,19620522-0023,60,240,240
1276,1.0,2023-2024,I-5037,19620522-0023,20,240,200
1190,1.0,2023-2024,I-5038,19620424-0026,20,260,420
1180,2.0,2023-2024,I-5039,19630126-0001,60,240,360
1169,4.0,2023-2024,I-5040,19610620-0006,40,260,240
1119,2.0,2023-2024,I-5041,19690917-0022,50,260,420
1055,2.0,2023-2024,I-5042,19650303-0019,20,260,200
1217,3.0,2013-2014,I-5043,19601021-0018,20,240,280
1147,3.0,2013-2014,I-5044,19690917-0022,60,260,420
1065,3.0,2013-2014,I-5045,19690513-0015,20,280,300
1251,3.0,2013-2014,I-5046,19611219-0014,20,280,280
1238,2.0,2013-2014,I-5047,19570828-0008,20,240,200
1202,2.0,2013-2014,I-5048,19610623-0005,50,240,420
1195,4.0,2013-2014,I-5049,19600529-0021,20,260,200
1181,1.0,2013-2014,I-5050,19611219-0014,20,260,300
1089,4.0,2013-2014,I-5051,19611219-0014,20,280,280
1297,4.0,2014-2015,I-5052,19590129-0004,50,260,280
1175,4.0,2014-2015,I-5053,19610620-0006,20,260,420
1148,1.0,2014-2015,I-5054,19690513-0015,60,260,200
1126,4.0,2014-2015,I-5055,19690408-0009,40,260,420
1096,1.0,2014-2015,I-5056,19690917-0022,50,240,280
1289,1.0,2014-2015,I-5057,19610918-0027,50,260,360
1276,4.0,2014-2015,I-5058,19600529-0021,20,280,240
1220,1.0,2014-2015,I-5059,19620522-0023,50,240,360
1057,2.0,2014-2015,I-5060,19600529-0021,50,280,240
1054,2.0,2014-2015,I-5061,19611219-0014,60,280,280
1017,2.0,2015-2016,I-5062,19611219-0014,50,240,200
1232,1.0,2015-2016,I-5063,19690408-0009,50,260,280
1167,1.0,2015-2016,I-5064,19610620-0006,50,280,300
1105,2.0,2015-2016,I-5065,19580218-0007,50,260,200
1272,4.0,2015-2016,I-5066,19630126-0001,20,280,280
1270,1.0,2015-2016,I-5067,19560612-0010,50,240,280
1193,2.0,2015-2016,I-5068,19611219-0014,40,240,420
1153,4.0,2015-2016,I-5069,19561222-0030,50,260,200
1056,3.0,2015-2016,I-5070,19650303-0019,40,260,280
1032,2.0,2015-2016,I-5071,19630126-0001,40,260,360
1265,2.0,2016-2017,I-5072,19680712-0028,50,240,360
1087,3.0,2016-2017,I-5073,19680712-0028,60,260,200
1018,3.0,2016-2017,I-5074,19570615-0011,20,240,360
1004,4.0,2016-2017,I-5075,19600814-0002,50,260,280
1262,1.0,2016-2017,I-5076,19640414-0013,50,240,280
1252,2.0,2016-2017,I-5077,19560612-0010,60,280,280
1117,4.0,2016-2017,I-5078,19600905-0003,20,260,300
1061,4.0,2016-2017,I-5079,19601021-0018,20,260,360
1179,4.0,2017-2018,I-5080,19570826-0012,40,240,360
1094,2.0,2017-2018,I-5081,19690513-0015,50,260,300
1245,1.0,2017-2018,I-5082,19580515-0017,20,260,240
1202,3.0,2017-2018,I-5083,19690513-0015,40,280,200
1075,4.0,2017-2018,I-5084,19640414-0013,60,260,280
1072,4.0,2017-2018,I-5085,19690917-0022,60,240,200
1280,3.0,2017-2018,I-5086,19570615-0011,50,280,200
1255,1.0,2017-2018,I-5087,19590129-0004,50,280,360
1170,3.0,2017-2018,I-5088,19640414-0013,60,280,300
1101,3.0,2017-2018,I-5089,19650303-0019,60,280,420
1085,4.0,2017-2018,I-5090,19640414-0013,20,280,420
1059,4.0,2017-2018,I-5091,19620522-0023,20,260,240
1158,4.0,2018-2019,I-5092,19640220-0029,40,240,280
1292,3.0,2018-2019,I-5093,19590129-0004,20,240,280
1259,1.0,2018-2019,I-5094,19610918-0027,40,260,240
1220,2.0,2018-2019,I-5095,19590129-0004,20,260,200
1132,1.0,2018-2019,I-5096,19690408-0009,60,260,240
1296,1.0,2018-2019,I-5097,19570615-0011,60,260,240
1211,1.0,2018-2019,I-5098,19580218-0007,50,240,360
1204,2.0,2018-2019,I-5099,19560612-0010,20,240,300
1135,4.0,2018-2019,I-5100,19620424-0026,40,260,420
1077,3.0,2018-2019,I-5101,19620424-0026,50,240,240
1004,3.0,2018-2019,I-5102,19690513-0015,60,240,240
1030,1.0,2019-2020,I-5103,19690513-0015,60,260,240
1010,4.0,2019-2020,I-5104,19570828-0008,50,260,360
1287,3.0,2019-2020,I-5105,19620424-0026,40,260,280
1226,4.0,2019-2020,I-5106,19561222-0030,50,240,300
1210,3.0,2019-2020,I-5107,19610620-0006,50,260,240
1085,1.0,2019-2020,I-5108,19610623-0005,20,280,360
1275,4.0,2019-2020,I-5109,19610623-0005,40,260,240
1214,1.0,2019-2020,I-5110,19570826-0012,40,260,280
1151,2.0,2019-2020,I-5111,19561222-0030,50,260,200
1139,4.0,2019-2020,I-5112,19620522-0023,50,280,300
1140,1.0,2020-2021,I-5113,19640220-0029,40,280,280
1127,1.0,2020-2021,I-5114,19630126-0001,50,260,200
1167,2.0,2020-2021,I-5115,19630126-0001,20,280,280
1066,4.0,2020-2021,I-5116,19611219-0014,40,260,200
1238,1.0,2020-2021,I-5117,19600905-0003,60,240,200
1174,4.0,2020-2021,I-5118,19570828-0008,20,240,420
1136,1.0,2020-2021,I-5119,19690917-0022,50,260,280
1049,1.0,2020-2021,I-5120,19630126-0001,50,240,240
1163,1.0,2021-2022,I-5121,19611219-0014,50,260,280
1286,4.0,2021-2022,I-5122,19690408-0009,40,280,360
1216,3.0,2021-2022,I-5123,19570615-0011,40,260,280
1101,2.0,2021-2022,I-5124,19560612-0010,50,240,240
1279,3.0,2021-2022,I-5125,19620522-0023,60,260,360
1222,4.0,2021-2022,I-5126,19561222-0030,40,260,300
1197,1.0,2021-2022,I-5127,19570615-0011,40,280,300
1026,4.0,2021-2022,I-5128,19650303-0019,20,260,300
1202,2.0,2022-2023,I-5129,19601021-0018,20,240,360
1297,2.0,2022-2023,I-5130,19690408-0009,50,260,420
1212,1.0,2022-2023,I-5131,19580218-0007,50,280,200
1273,3.0,2022-2023,I-5132,19620522-0023,60,240,200
1217,2.0,2022-2023,I-5133,19560812-0016,60,240,200
1109,1.0,2022-2023,I-5134,19690408-0009,20,240,420
1074,2.0,2022-2023,I-5135,19590129-0004,20,260,240
1026,1.0,2022-2023,I-5136,19580218-0007,50,280,200
1009,3.0,2022-2023,I-5137,19560812-0016,60,240,200
1260,3.0,2023-2024,I-5138,19580515-0017,50,260,200
1168,4.0,2023-2024,I-5139,19611219-0014,50,260,300
1255,3.0,2023-2024,I-5140,19620831-0024,60,260,280
1185,3.0,2023-2024,I-5141,19600905-0003,40,280,240
1108,3.0,2023-2024,I-5142,19620424-0026,50,280,300
1011,3.0,2023-2024,I-5143,19610623-0005,60,240,200
1280,4.0,2023-2024,I-5144,19570826-0012,40,240,240
1261,4.0,2023-2024,I-5145,19690917-0022,50,280,420
1228,1.0,2023-2024,I-5146,19600529-0021,50,260,360
1184,1.0,2023-2024,I-5147,19601021-0018,60,260,300
1181,2.0,2023-2024,I-5148,19600814-0002,50,240,420
1041,3.0,2023-2024,I-5149,19610623-0005,60,260,300
1205,2.0,2013-2014,I-5150,19690917-0022,50,260,280
1193,1.0,2013-2014,I-5151,19560612-0010,60,280,240
1219,1.0,2013-2014,I-5152,19620424-0026,60,240,360
1186,3.0,2013-2014,I-5153,19580218-0007,60,260,280
1174,3.0,2013-2014,I-5154,19610620-0006,50,280,200
1272,2.0,2013-2014,I-5155,19570615-0011,40,260,200
1229,2.0,2013-2014,I-5156,19611219-0014,40,280,300
1113,2.0,2013-2014,I-5157,19570826-0012,60,280,360
1112,4.0,2013-2014,I-5158,19590129-0004,40,240,280
1053,4.0,2013-2014,I-5159,19640414-0013,60,280,200
1003,1.0,2013-2014,I-5160,19620424-0026,40,260,420
1236,3.0,2014-2015,I-5161,19580515-0017,40,280,360
1168,2.0,2014-2015,I-5162,19600905-0003,50,240,280
1260,3.0,2014-2015,I-5163,19610918-0027,20,260,360
1102,1.0,2014-2015,I-5164,19600529-0021,60,240,420
1067,3.0,2014-2015,I-5165,19620424-0026,60,240,200
1269,4.0,2014-2015,I-5166,19640414-0013,40,280,280
1093,3.0,2014-2015,I-5167,19660630-0020,60,280,280
1043,2.0,2014-2015,I-5168,19610918-0027,60,260,200
1009,2.0,2014-2015,I-5169,19561222-0030,40,260,240
1294,4.0,2015-2016,I-5170,19640220-0029,50,280,360
1160,1.0,2015-2016,I-5171,19690513-0015,40,260,240
1136,2.0,2015-2016,I-5172,19560812-0016,50,260,420
1119,2.0,2015-2016,I-5173,19601021-0018,20,240,300
1266,1.0,2015-2016,I-5174,19610918-0027,20,260,200
1258,4.0,2015-2016,I-5175,19690917-0022,50,280,280
1189,4.0,2015-2016,I-5176,19570615-0011,60,260,200
1179,2.0,2015-2016,I-5177,19610918-0027,60,260,300
1090,4.0,2015-2016,I-5178,19610623-0005,50,260,300
1166,1.0,2016-2017,I-5179,19610918-0027,50,240,200
1040,3.0,2016-2017,I-5180,19620424-0026,60,280,240
1269,4.0,2016-2017,I-5181,19570615-0011,50,280,200
1109,1.0,2016-2017,I-5182,19660630-0020,40,260,300
1004,1.0,2016-2017,I-5183,19600814-0002,20,280,280
1255,4.0,2016-2017,I-5184,19580515-0017,60,280,200
1254,1.0,2016-2017,I-5185,19570615-0011,20,240,420
1182,3.0,2016-2017,I-5186,19570828-0008,20,260,300
1036,3.0,2016-2017,I-5187,19570828-0008,50,260,240
1180,1.0,2017-2018,I-5188,19560812-0016,50,240,240
1142,2.0,2017-2018,I-5189,19560705-0025,20,280,420
